name,month,day,property_max
Punjab,April,16,2.6587995e-06
Punjab,August,16,2.7201431e-05
Punjab,December,16,1.030609e-05
Punjab,February,15,2.8977156e-05
Punjab,January,16,2.4979013e-06
Punjab,July,16,2.4827283e-05
Punjab,June,16,2.4429914e-09
Punjab,March,16,4.075645e-05
Punjab,May,16,1.8435648e-08
Punjab,November,16,6.884231e-09
Punjab,October,16,3.797793e-07
Punjab,September,16,2.6021953e-05
