,name,month,day,pr_max,tas_max
63,Louisiana,July,16,4.39005e-05,286.38965
64,Louisiana,July,16,4.39005e-05,286.00815
65,Louisiana,July,16,4.39005e-05,301.1284
66,Louisiana,July,16,4.39005e-05,299.60495
67,Louisiana,July,16,4.39005e-05,288.19687
68,Louisiana,July,16,4.39005e-05,297.80838
69,Louisiana,July,16,4.39005e-05,285.49786
70,Louisiana,July,16,4.39005e-05,294.20676
71,Louisiana,July,16,4.39005e-05,299.3047
72,Louisiana,June,16,9.617905e-05,292.1922
73,Louisiana,June,16,9.617905e-05,303.7482
74,Louisiana,June,16,9.617905e-05,281.5077
75,Louisiana,June,16,9.617905e-05,286.38965
76,Louisiana,June,16,9.617905e-05,286.00815
77,Louisiana,June,16,9.617905e-05,301.1284
78,Louisiana,June,16,9.617905e-05,299.60495
79,Louisiana,June,16,9.617905e-05,288.19687
80,Louisiana,June,16,9.617905e-05,297.80838
81,Louisiana,June,16,9.617905e-05,285.49786
82,Louisiana,June,16,9.617905e-05,294.20676
83,Louisiana,June,16,9.617905e-05,299.3047
84,Louisiana,March,16,3.653532e-05,292.1922
85,Louisiana,March,16,3.653532e-05,303.7482
86,Louisiana,March,16,3.653532e-05,281.5077
87,Louisiana,March,16,3.653532e-05,286.38965
88,Louisiana,March,16,3.653532e-05,286.00815
89,Louisiana,March,16,3.653532e-05,301.1284
90,Louisiana,March,16,3.653532e-05,299.60495
91,Louisiana,March,16,3.653532e-05,288.19687
92,Louisiana,March,16,3.653532e-05,297.80838
93,Louisiana,March,16,3.653532e-05,285.49786
94,Louisiana,March,16,3.653532e-05,294.20676
95,Louisiana,March,16,3.653532e-05,299.3047
96,Louisiana,May,16,6.620981e-05,292.1922
97,Louisiana,May,16,6.620981e-05,303.7482
98,Louisiana,May,16,6.620981e-05,281.5077
99,Louisiana,May,16,6.620981e-05,286.38965
100,Louisiana,May,16,6.620981e-05,286.00815
101,Louisiana,May,16,6.620981e-05,301.1284
102,Louisiana,May,16,6.620981e-05,299.60495
103,Louisiana,May,16,6.620981e-05,288.19687
104,Louisiana,May,16,6.620981e-05,297.80838
105,Louisiana,May,16,6.620981e-05,285.49786
106,Louisiana,May,16,6.620981e-05,294.20676
107,Louisiana,May,16,6.620981e-05,299.3047
108,Louisiana,November,16,7.4531476e-05,292.1922
109,Louisiana,November,16,7.4531476e-05,303.7482
110,Louisiana,November,16,7.4531476e-05,281.5077
111,Louisiana,November,16,7.4531476e-05,286.38965
112,Louisiana,November,16,7.4531476e-05,286.00815
113,Louisiana,November,16,7.4531476e-05,301.1284
114,Louisiana,November,16,7.4531476e-05,299.60495
115,Louisiana,November,16,7.4531476e-05,288.19687
116,Louisiana,November,16,7.4531476e-05,297.80838
117,Louisiana,November,16,7.4531476e-05,285.49786
118,Louisiana,November,16,7.4531476e-05,294.20676
119,Louisiana,November,16,7.4531476e-05,299.3047
120,Louisiana,October,16,4.2957465e-05,292.1922
121,Louisiana,October,16,4.2957465e-05,303.7482
122,Louisiana,October,16,4.2957465e-05,281.5077
123,Louisiana,October,16,4.2957465e-05,286.38965
124,Louisiana,October,16,4.2957465e-05,286.00815
125,Louisiana,October,16,4.2957465e-05,301.1284
126,Louisiana,October,16,4.2957465e-05,299.60495
127,Louisiana,October,16,4.2957465e-05,288.19687
128,Louisiana,October,16,4.2957465e-05,297.80838
129,Louisiana,October,16,4.2957465e-05,285.49786
130,Louisiana,October,16,4.2957465e-05,294.20676
131,Louisiana,October,16,4.2957465e-05,299.3047
132,Louisiana,September,16,4.0152754e-05,292.1922
133,Louisiana,September,16,4.0152754e-05,303.7482
134,Louisiana,September,16,4.0152754e-05,281.5077
135,Louisiana,September,16,4.0152754e-05,286.38965
136,Louisiana,September,16,4.0152754e-05,286.00815
137,Louisiana,September,16,4.0152754e-05,301.1284
138,Louisiana,September,16,4.0152754e-05,299.60495
139,Louisiana,September,16,4.0152754e-05,288.19687
140,Louisiana,September,16,4.0152754e-05,297.80838
141,Louisiana,September,16,4.0152754e-05,285.49786
142,Louisiana,September,16,4.0152754e-05,294.20676
143,Louisiana,September,16,4.0152754e-05,299.3047
144,Pennsylvania,April,16,4.7559424e-05,277.48218
145,Pennsylvania,April,16,4.7559424e-05,292.7685
146,Pennsylvania,April,16,4.7559424e-05,268.69302
147,Pennsylvania,April,16,4.7559424e-05,270.05493
148,Pennsylvania,April,16,4.7559424e-05,271.18994
149,Pennsylvania,April,16,4.7559424e-05,293.5921
150,Pennsylvania,April,16,4.7559424e-05,290.68988
151,Pennsylvania,April,16,4.7559424e-05,274.77374
152,Pennsylvania,April,16,4.7559424e-05,285.74872
153,Pennsylvania,April,16,4.7559424e-05,273.84772
154,Pennsylvania,April,16,4.7559424e-05,283.8344
155,Pennsylvania,April,16,4.7559424e-05,288.5515
156,Pennsylvania,August,16,4.0181225e-05,277.48218
157,Pennsylvania,August,16,4.0181225e-05,292.7685
158,Pennsylvania,August,16,4.0181225e-05,268.69302
159,Pennsylvania,August,16,4.0181225e-05,270.05493
160,Pennsylvania,August,16,4.0181225e-05,271.18994
161,Pennsylvania,August,16,4.0181225e-05,293.5921
162,Pennsylvania,August,16,4.0181225e-05,290.68988
163,Pennsylvania,August,16,4.0181225e-05,274.77374
164,Pennsylvania,August,16,4.0181225e-05,285.74872
165,Pennsylvania,August,16,4.0181225e-05,273.84772
166,Pennsylvania,August,16,4.0181225e-05,283.8344
167,Pennsylvania,August,16,4.0181225e-05,288.5515
168,Pennsylvania,December,16,6.122318e-05,277.48218
169,Pennsylvania,December,16,6.122318e-05,292.7685
170,Pennsylvania,December,16,6.122318e-05,268.69302
171,Pennsylvania,December,16,6.122318e-05,270.05493
172,Pennsylvania,December,16,6.122318e-05,271.18994
173,Pennsylvania,December,16,6.122318e-05,293.5921
174,Pennsylvania,December,16,6.122318e-05,290.68988
175,Pennsylvania,December,16,6.122318e-05,274.77374
176,Pennsylvania,December,16,6.122318e-05,285.74872
177,Pennsylvania,December,16,6.122318e-05,273.84772
178,Pennsylvania,December,16,6.122318e-05,283.8344
179,Pennsylvania,December,16,6.122318e-05,288.5515
180,Pennsylvania,February,15,6.0747043e-05,277.48218
181,Pennsylvania,February,15,6.0747043e-05,292.7685
182,Pennsylvania,February,15,6.0747043e-05,268.69302
183,Pennsylvania,February,15,6.0747043e-05,270.05493
184,Pennsylvania,February,15,6.0747043e-05,271.18994
185,Pennsylvania,February,15,6.0747043e-05,293.5921
186,Pennsylvania,February,15,6.0747043e-05,290.68988
187,Pennsylvania,February,15,6.0747043e-05,274.77374
188,Pennsylvania,February,15,6.0747043e-05,285.74872
189,Pennsylvania,February,15,6.0747043e-05,273.84772
190,Pennsylvania,February,15,6.0747043e-05,283.8344
191,Pennsylvania,February,15,6.0747043e-05,288.5515
192,Pennsylvania,January,16,4.7243342e-05,277.48218
193,Pennsylvania,January,16,4.7243342e-05,292.7685
194,Pennsylvania,January,16,4.7243342e-05,268.69302
195,Pennsylvania,January,16,4.7243342e-05,270.05493
196,Pennsylvania,January,16,4.7243342e-05,271.18994
197,Pennsylvania,January,16,4.7243342e-05,293.5921
198,Pennsylvania,January,16,4.7243342e-05,290.68988
199,Pennsylvania,January,16,4.7243342e-05,274.77374
200,Pennsylvania,January,16,4.7243342e-05,285.74872
201,Pennsylvania,January,16,4.7243342e-05,273.84772
202,Pennsylvania,January,16,4.7243342e-05,283.8344
203,Pennsylvania,January,16,4.7243342e-05,288.5515
204,Pennsylvania,July,16,5.5908782e-05,277.48218
205,Pennsylvania,July,16,5.5908782e-05,292.7685
206,Pennsylvania,July,16,5.5908782e-05,268.69302
207,Pennsylvania,July,16,5.5908782e-05,270.05493
208,Pennsylvania,July,16,5.5908782e-05,271.18994
209,Pennsylvania,July,16,5.5908782e-05,293.5921
210,Pennsylvania,July,16,5.5908782e-05,290.68988
211,Pennsylvania,July,16,5.5908782e-05,274.77374
212,Pennsylvania,July,16,5.5908782e-05,285.74872
213,Pennsylvania,July,16,5.5908782e-05,273.84772
214,Pennsylvania,July,16,5.5908782e-05,283.8344
215,Pennsylvania,July,16,5.5908782e-05,288.5515
216,Pennsylvania,June,16,6.8245165e-05,277.48218
217,Pennsylvania,June,16,6.8245165e-05,292.7685
218,Pennsylvania,June,16,6.8245165e-05,268.69302
219,Pennsylvania,June,16,6.8245165e-05,270.05493
220,Pennsylvania,June,16,6.8245165e-05,271.18994
221,Pennsylvania,June,16,6.8245165e-05,293.5921
222,Pennsylvania,June,16,6.8245165e-05,290.68988
223,Pennsylvania,June,16,6.8245165e-05,274.77374
224,Pennsylvania,June,16,6.8245165e-05,285.74872
225,Pennsylvania,June,16,6.8245165e-05,273.84772
226,Pennsylvania,June,16,6.8245165e-05,283.8344
227,Pennsylvania,June,16,6.8245165e-05,288.5515
228,Pennsylvania,March,16,3.4241446e-05,277.48218
229,Pennsylvania,March,16,3.4241446e-05,292.7685
230,Pennsylvania,March,16,3.4241446e-05,268.69302
231,Pennsylvania,March,16,3.4241446e-05,270.05493
232,Pennsylvania,March,16,3.4241446e-05,271.18994
233,Pennsylvania,March,16,3.4241446e-05,293.5921
234,Pennsylvania,March,16,3.4241446e-05,290.68988
235,Pennsylvania,March,16,3.4241446e-05,274.77374
236,Pennsylvania,March,16,3.4241446e-05,285.74872
237,Pennsylvania,March,16,3.4241446e-05,273.84772
238,Pennsylvania,March,16,3.4241446e-05,283.8344
239,Pennsylvania,March,16,3.4241446e-05,288.5515
240,Pennsylvania,May,16,5.073646e-05,277.48218
241,Pennsylvania,May,16,5.073646e-05,292.7685
242,Pennsylvania,May,16,5.073646e-05,268.69302
243,Pennsylvania,May,16,5.073646e-05,270.05493
244,Pennsylvania,May,16,5.073646e-05,271.18994
245,Pennsylvania,May,16,5.073646e-05,293.5921
246,Pennsylvania,May,16,5.073646e-05,290.68988
247,Pennsylvania,May,16,5.073646e-05,274.77374
248,Pennsylvania,May,16,5.073646e-05,285.74872
249,Pennsylvania,May,16,5.073646e-05,273.84772
250,Pennsylvania,May,16,5.073646e-05,283.8344
251,Pennsylvania,May,16,5.073646e-05,288.5515
252,Pennsylvania,November,16,4.5054534e-05,277.48218
253,Pennsylvania,November,16,4.5054534e-05,292.7685
254,Pennsylvania,November,16,4.5054534e-05,268.69302
255,Pennsylvania,November,16,4.5054534e-05,270.05493
256,Pennsylvania,November,16,4.5054534e-05,271.18994
257,Pennsylvania,November,16,4.5054534e-05,293.5921
258,Pennsylvania,November,16,4.5054534e-05,290.68988
259,Pennsylvania,November,16,4.5054534e-05,274.77374
260,Pennsylvania,November,16,4.5054534e-05,285.74872
261,Pennsylvania,November,16,4.5054534e-05,273.84772
262,Pennsylvania,November,16,4.5054534e-05,283.8344
263,Pennsylvania,November,16,4.5054534e-05,288.5515
264,Pennsylvania,October,16,7.271323e-05,277.48218
265,Pennsylvania,October,16,7.271323e-05,292.7685
266,Pennsylvania,October,16,7.271323e-05,268.69302
267,Pennsylvania,October,16,7.271323e-05,270.05493
268,Pennsylvania,October,16,7.271323e-05,271.18994
269,Pennsylvania,October,16,7.271323e-05,293.5921
270,Pennsylvania,October,16,7.271323e-05,290.68988
271,Pennsylvania,October,16,7.271323e-05,274.77374
272,Pennsylvania,October,16,7.271323e-05,285.74872
273,Pennsylvania,October,16,7.271323e-05,273.84772
274,Pennsylvania,October,16,7.271323e-05,283.8344
275,Pennsylvania,October,16,7.271323e-05,288.5515
276,Pennsylvania,September,16,3.1374584e-05,277.48218
277,Pennsylvania,September,16,3.1374584e-05,292.7685
278,Pennsylvania,September,16,3.1374584e-05,268.69302
279,Pennsylvania,September,16,3.1374584e-05,270.05493
280,Pennsylvania,September,16,3.1374584e-05,271.18994
281,Pennsylvania,September,16,3.1374584e-05,293.5921
282,Pennsylvania,September,16,3.1374584e-05,290.68988
283,Pennsylvania,September,16,3.1374584e-05,274.77374
284,Pennsylvania,September,16,3.1374584e-05,285.74872
285,Pennsylvania,September,16,3.1374584e-05,273.84772
286,Pennsylvania,September,16,3.1374584e-05,283.8344
287,Pennsylvania,September,16,3.1374584e-05,288.5515
288,Texas,April,16,2.6054975e-05,296.4227
289,Texas,April,16,2.6054975e-05,306.6146
290,Texas,April,16,2.6054975e-05,283.39145
291,Texas,April,16,2.6054975e-05,288.23557
292,Texas,April,16,2.6054975e-05,286.17365
293,Texas,April,16,2.6054975e-05,304.40472
294,Texas,April,16,2.6054975e-05,303.55463
295,Texas,April,16,2.6054975e-05,292.53427
296,Texas,April,16,2.6054975e-05,300.51904
297,Texas,April,16,2.6054975e-05,288.2669
298,Texas,April,16,2.6054975e-05,295.96204
299,Texas,April,16,2.6054975e-05,302.4209
300,Texas,August,16,4.939143e-05,296.4227
301,Texas,August,16,4.939143e-05,306.6146
302,Texas,August,16,4.939143e-05,283.39145
303,Texas,August,16,4.939143e-05,288.23557
304,Texas,August,16,4.939143e-05,286.17365
305,Texas,August,16,4.939143e-05,304.40472
306,Texas,August,16,4.939143e-05,303.55463
307,Texas,August,16,4.939143e-05,292.53427
308,Texas,August,16,4.939143e-05,300.51904
309,Texas,August,16,4.939143e-05,288.2669
310,Texas,August,16,4.939143e-05,295.96204
311,Texas,August,16,4.939143e-05,302.4209
312,Texas,December,16,4.338437e-05,296.4227
313,Texas,December,16,4.338437e-05,306.6146
314,Texas,December,16,4.338437e-05,283.39145
315,Texas,December,16,4.338437e-05,288.23557
316,Texas,December,16,4.338437e-05,286.17365
317,Texas,December,16,4.338437e-05,304.40472
318,Texas,December,16,4.338437e-05,303.55463
319,Texas,December,16,4.338437e-05,292.53427
320,Texas,December,16,4.338437e-05,300.51904
321,Texas,December,16,4.338437e-05,288.2669
322,Texas,December,16,4.338437e-05,295.96204
323,Texas,December,16,4.338437e-05,302.4209
324,Texas,February,15,5.969152e-05,296.4227
325,Texas,February,15,5.969152e-05,306.6146
326,Texas,February,15,5.969152e-05,283.39145
327,Texas,February,15,5.969152e-05,288.23557
328,Texas,February,15,5.969152e-05,286.17365
329,Texas,February,15,5.969152e-05,304.40472
330,Texas,February,15,5.969152e-05,303.55463
331,Texas,February,15,5.969152e-05,292.53427
332,Texas,February,15,5.969152e-05,300.51904
333,Texas,February,15,5.969152e-05,288.2669
334,Texas,February,15,5.969152e-05,295.96204
335,Texas,February,15,5.969152e-05,302.4209
336,Texas,January,16,6.5564236e-05,296.4227
337,Texas,January,16,6.5564236e-05,306.6146
338,Texas,January,16,6.5564236e-05,283.39145
339,Texas,January,16,6.5564236e-05,288.23557
340,Texas,January,16,6.5564236e-05,286.17365
341,Texas,January,16,6.5564236e-05,304.40472
342,Texas,January,16,6.5564236e-05,303.55463
343,Texas,January,16,6.5564236e-05,292.53427
344,Texas,January,16,6.5564236e-05,300.51904
345,Texas,January,16,6.5564236e-05,288.2669
346,Texas,January,16,6.5564236e-05,295.96204
347,Texas,January,16,6.5564236e-05,302.4209
348,Texas,July,16,3.1629363e-05,296.4227
349,Texas,July,16,3.1629363e-05,306.6146
350,Texas,July,16,3.1629363e-05,283.39145
351,Texas,July,16,3.1629363e-05,288.23557
352,Texas,July,16,3.1629363e-05,286.17365
353,Texas,July,16,3.1629363e-05,304.40472
354,Texas,July,16,3.1629363e-05,303.55463
355,Texas,July,16,3.1629363e-05,292.53427
356,Texas,July,16,3.1629363e-05,300.51904
357,Texas,July,16,3.1629363e-05,288.2669
358,Texas,July,16,3.1629363e-05,295.96204
359,Texas,July,16,3.1629363e-05,302.4209
360,Texas,June,16,3.129423e-05,296.4227
361,Texas,June,16,3.129423e-05,306.6146
362,Texas,June,16,3.129423e-05,283.39145
363,Texas,June,16,3.129423e-05,288.23557
364,Texas,June,16,3.129423e-05,286.17365
365,Texas,June,16,3.129423e-05,304.40472
366,Texas,June,16,3.129423e-05,303.55463
367,Texas,June,16,3.129423e-05,292.53427
368,Texas,June,16,3.129423e-05,300.51904
369,Texas,June,16,3.129423e-05,288.2669
370,Texas,June,16,3.129423e-05,295.96204
371,Texas,June,16,3.129423e-05,302.4209
372,Texas,March,16,3.5985195e-05,296.4227
373,Texas,March,16,3.5985195e-05,306.6146
374,Texas,March,16,3.5985195e-05,283.39145
375,Texas,March,16,3.5985195e-05,288.23557
376,Texas,March,16,3.5985195e-05,286.17365
377,Texas,March,16,3.5985195e-05,304.40472
378,Texas,March,16,3.5985195e-05,303.55463
379,Texas,March,16,3.5985195e-05,292.53427
380,Texas,March,16,3.5985195e-05,300.51904
381,Texas,March,16,3.5985195e-05,288.2669
382,Texas,March,16,3.5985195e-05,295.96204
383,Texas,March,16,3.5985195e-05,302.4209
384,Texas,May,16,9.371095e-05,296.4227
385,Texas,May,16,9.371095e-05,306.6146
386,Texas,May,16,9.371095e-05,283.39145
387,Texas,May,16,9.371095e-05,288.23557
388,Texas,May,16,9.371095e-05,286.17365
389,Texas,May,16,9.371095e-05,304.40472
390,Texas,May,16,9.371095e-05,303.55463
391,Texas,May,16,9.371095e-05,292.53427
392,Texas,May,16,9.371095e-05,300.51904
393,Texas,May,16,9.371095e-05,288.2669
394,Texas,May,16,9.371095e-05,295.96204
395,Texas,May,16,9.371095e-05,302.4209
396,Texas,November,16,3.727943e-05,296.4227
397,Texas,November,16,3.727943e-05,306.6146
398,Texas,November,16,3.727943e-05,283.39145
399,Texas,November,16,3.727943e-05,288.23557
400,Texas,November,16,3.727943e-05,286.17365
401,Texas,November,16,3.727943e-05,304.40472
402,Texas,November,16,3.727943e-05,303.55463
403,Texas,November,16,3.727943e-05,292.53427
404,Texas,November,16,3.727943e-05,300.51904
405,Texas,November,16,3.727943e-05,288.2669
406,Texas,November,16,3.727943e-05,295.96204
407,Texas,November,16,3.727943e-05,302.4209
408,Texas,October,16,3.2547883e-05,296.4227
409,Texas,October,16,3.2547883e-05,306.6146
410,Texas,October,16,3.2547883e-05,283.39145
411,Texas,October,16,3.2547883e-05,288.23557
412,Texas,October,16,3.2547883e-05,286.17365
413,Texas,October,16,3.2547883e-05,304.40472
414,Texas,October,16,3.2547883e-05,303.55463
415,Texas,October,16,3.2547883e-05,292.53427
416,Texas,October,16,3.2547883e-05,300.51904
417,Texas,October,16,3.2547883e-05,288.2669
418,Texas,October,16,3.2547883e-05,295.96204
419,Texas,October,16,3.2547883e-05,302.4209
420,Texas,September,16,0.000105522995,296.4227
421,Texas,September,16,0.000105522995,306.6146
422,Texas,September,16,0.000105522995,283.39145
423,Texas,September,16,0.000105522995,288.23557
424,Texas,September,16,0.000105522995,286.17365
425,Texas,September,16,0.000105522995,304.40472
426,Texas,September,16,0.000105522995,303.55463
427,Texas,September,16,0.000105522995,292.53427
428,Texas,September,16,0.000105522995,300.51904
429,Texas,September,16,0.000105522995,288.2669
430,Texas,September,16,0.000105522995,295.96204
431,Texas,September,16,0.000105522995,302.4209
